voter_id,total_votes,one_votes,mean_vote,max_vote,one_vote_percentage,vote_pattern
00e162ef-ca9d-4a14-bf4a-d04cd8dc2024,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
01c9a978-56a5-408a-8fcf-c04548a5089c,7,0,3.5714285714285716,5,0.0,
0a733706-eaa5-475d-adb8-efde5898fb98,7,2,2.142857142857143,9,28.57142857142857,Low 1s
0ae8b92a-d1e9-48e6-ba90-577333c541d4,7,0,1.2857142857142858,9,0.0,
11cbb73c-4efa-4c0e-8c77-eafd9a48c4c0,7,0,3.5714285714285716,5,0.0,
14587996-c229-4790-913a-97a75ae01a88,7,0,3.2857142857142856,7,0.0,
15445933-70e9-46da-831c-0297b626792a,7,0,3.4285714285714284,6,0.0,
160641a8-37c8-4a1c-ab24-d5f3b26689f0,7,2,2.7142857142857144,9,28.57142857142857,Low 1s
16f75741-0cfc-456a-8024-062387315278,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
19395b4b-943e-4b3f-8ebe-584e11976a89,7,1,2.7142857142857144,8,14.285714285714285,Very Low 1s
19e570de-6129-47ec-ac91-06ea1dead5f4,7,0,3.4285714285714284,7,0.0,
1b8f0071-ed39-431d-9109-a42dc4efc18a,7,2,3.0,8,28.57142857142857,Low 1s
2586ac10-92f8-45f0-b87e-26d496aefc11,7,0,3.4285714285714284,6,0.0,
289f09bb-03b2-4258-a682-32c5724a767d,7,1,2.7142857142857144,7,14.285714285714285,Very Low 1s
2957c454-0ebf-4766-a889-4e90038296d6,21,9,2.5714285714285716,6,42.857142857142854,Medium 1s
2a665423-d500-49b3-9d4f-d9a435f5d02f,7,1,3.4285714285714284,6,14.285714285714285,Very Low 1s
2ab8f58d-bb41-488b-901f-3780e7ad8992,7,0,3.5714285714285716,6,0.0,
2f4631f7-d7ad-40c5-a541-5cc61e35bc6c,7,1,2.4285714285714284,8,14.285714285714285,Very Low 1s
32751439-dad8-451d-b034-a68df5770df4,7,1,2.7142857142857144,7,14.285714285714285,Very Low 1s
3313242b-c92a-4703-a70e-1add57d09a31,7,1,2.7142857142857144,7,14.285714285714285,Very Low 1s
3328a2a3-940b-4e28-83ee-ee5c74b53a4e,7,4,2.857142857142857,7,57.14285714285714,Medium 1s
39df0fc7-dc6b-49ef-88f9-342b7ae35cc8,14,2,2.5714285714285716,6,14.285714285714285,Very Low 1s
3ac1ddab-f2ca-49db-9dcf-6cf395b14722,7,0,3.5714285714285716,5,0.0,
3ef7874b-7e99-43e3-acd9-765f2671874f,7,0,3.4285714285714284,5,0.0,
3f9bf616-4d91-416b-8057-3cef18a9e25e,7,0,3.2857142857142856,7,0.0,
45fb3714-c03c-4124-8dbe-d9d2f39f8e34,7,0,3.4285714285714284,6,0.0,
4644469e-a7a2-452a-a08e-31451134a30d,7,2,2.142857142857143,9,28.57142857142857,Low 1s
46a90b85-79e6-496a-87b6-a056e5b73b24,7,4,2.5714285714285716,9,57.14285714285714,Medium 1s
4e7af1de-a488-4235-b15d-bf2d4099ce37,7,1,1.4285714285714286,9,14.285714285714285,Very Low 1s
4f8abd63-d2a3-44a3-9b52-e5b68c7e209e,7,0,3.5714285714285716,5,0.0,
4fcfb0c5-e95d-4e15-a09c-d876dd75787c,7,1,3.0,7,14.285714285714285,Very Low 1s
5678fcf5-78ec-419e-85b9-95f600f32395,14,0,3.2857142857142856,7,0.0,
588334c6-661c-4921-8b8b-c525796733df,7,0,3.5714285714285716,6,0.0,
58aa4929-68ce-4bd1-aea1-318599097269,7,0,2.857142857142857,4,0.0,
5cda1ab6-0b73-43f7-9021-361519f073ee,7,0,2.4285714285714284,7,0.0,
5edb56bd-7856-4ff7-85a3-e4a28b890fe0,7,1,2.857142857142857,8,14.285714285714285,Very Low 1s
5f3a091f-2c12-475d-94e2-45a4190d5407,7,0,2.142857142857143,9,0.0,
62159dd1-59e7-43c8-8fc1-9f7998235c90,7,1,2.4285714285714284,8,14.285714285714285,Very Low 1s
6238c7cc-41b0-472a-9926-545b7fba995f,7,0,3.5714285714285716,5,0.0,
63b7624e-8891-42cf-af77-c62b4e34fd36,14,0,1.2857142857142858,9,0.0,
63f77afa-6f97-4f6f-952b-4a2dfe4a4ffb,7,3,2.4285714285714284,5,42.857142857142854,Medium 1s
650dcbe6-14ac-45e1-9f06-474afe6b2e22,7,0,3.142857142857143,7,0.0,
6582b125-5533-4a89-94a6-1c9ee7bd700c,7,1,3.2857142857142856,7,14.285714285714285,Very Low 1s
67b5334a-e2f0-4acc-8d13-7e4d5e90ef57,7,0,0.5714285714285714,4,0.0,
68b688ba-8695-46b2-9ee9-d0b27d984668,7,0,3.4285714285714284,6,0.0,
694afab6-3b7e-48fd-9547-d011dd8991cb,7,2,3.142857142857143,7,28.57142857142857,Low 1s
6c451cde-f197-4f8d-8cb4-0d50bfdef79d,7,2,2.4285714285714284,7,28.57142857142857,Low 1s
708f197e-50e5-49be-9ba1-df51af9fa2ab,7,0,3.7142857142857144,4,0.0,
715457f1-2fdd-4dd6-818d-475a82535c48,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
72bc7108-4e6f-400e-9557-fffa44ec644f,7,1,3.4285714285714284,5,14.285714285714285,Very Low 1s
742c62a5-0977-4810-9c57-791d292949a2,7,1,0.5714285714285714,3,14.285714285714285,Very Low 1s
74331297-7903-4514-ac57-9be3735bec46,7,1,3.4285714285714284,5,14.285714285714285,Very Low 1s
754a284b-37fc-4dca-be39-53e081d2efea,7,0,3.4285714285714284,6,0.0,
7734b8bf-4016-47a4-87c0-4ba3322491be,7,0,3.2857142857142856,7,0.0,
7910d085-e907-4388-8672-bfbfb6f246ab,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
79146ba9-5ef3-4815-b220-6b1a70ac2dcb,7,0,2.4285714285714284,7,0.0,
7c55370f-25e8-44c0-ba6a-7ef515bf8fc2,7,1,3.4285714285714284,5,14.285714285714285,Very Low 1s
8043150b-a0c4-4f7f-bda7-ba2433dc2e60,7,1,3.0,7,14.285714285714285,Very Low 1s
8044d930-cf27-4cc0-a288-06c5206302c8,7,1,3.5714285714285716,5,14.285714285714285,Very Low 1s
811f9d22-22e9-4496-a643-f28a7b5f0953,7,0,1.8571428571428572,9,0.0,
82fa49d5-a7fa-4857-9b47-f3813d9c7d36,7,0,3.5714285714285716,6,0.0,
8367e9f5-445f-4f64-ace3-8a823d67817d,7,4,2.7142857142857144,8,57.14285714285714,Medium 1s
8570cc79-b391-4ccc-ab76-5bb4c662bebd,7,0,3.7142857142857144,4,0.0,
86f29980-2fc5-4a9c-9cee-477e1a6913f2,7,0,2.7142857142857144,7,0.0,
884bf3aa-a4fa-4254-a5b6-9e3e038ccc3b,7,5,1.2857142857142858,2,71.42857142857143,High 1s
8a1fbfc3-1b3b-4f2e-af29-479b63cfd219,7,2,3.0,8,28.57142857142857,Low 1s
8dcd3cab-51f1-45e5-8de0-2343f60ef1cb,7,1,1.4285714285714286,9,14.285714285714285,Very Low 1s
8e3eeb41-978d-4bda-9a2f-ba4da09af07c,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
9072370d-1697-4037-9f9f-21248d1d75bc,7,0,2.7142857142857144,6,0.0,
90a7201c-0dd1-4057-b8ee-bcf0c22a459a,7,0,3.0,3,0.0,
90ec5cd1-67c7-4caf-a54f-f9ebec89a8e9,7,0,3.5714285714285716,5,0.0,
92389a06-af6c-4fa1-b88f-c8d252cc0bb0,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
942632fb-d570-4c47-9733-7764089b5a02,7,1,2.142857142857143,7,14.285714285714285,Very Low 1s
96acce12-ad02-47ab-ac80-042e3b873be0,7,1,3.2857142857142856,7,14.285714285714285,Very Low 1s
98fa984b-ec2e-45b7-b4bc-f819bc583cee,7,0,2.0,9,0.0,
9950bf20-1c97-4203-bfcd-d2a27d90b49a,7,2,2.7142857142857144,4,28.57142857142857,Low 1s
9c291419-26c9-4fbb-86f5-26137bce1731,7,2,2.7142857142857144,9,28.57142857142857,Low 1s
9e4a684a-d880-4e40-a91f-2ebdacbc82ce,7,1,2.4285714285714284,9,14.285714285714285,Very Low 1s
9f211b49-8a8b-444b-a830-8c757b92f967,7,4,2.5714285714285716,9,57.14285714285714,Medium 1s
9ffa2510-bbfd-4920-a6e0-1c709aad2f14,7,2,3.0,4,28.57142857142857,Low 1s
a45fc503-b356-4d23-af12-12c2317c2a0e,7,1,3.4285714285714284,6,14.285714285714285,Very Low 1s
a6519744-cc92-4eb8-a84a-374906a9bc2f,7,2,3.0,8,28.57142857142857,Low 1s
a7270f80-06a2-4557-9025-042d3517482a,7,1,2.4285714285714284,9,14.285714285714285,Very Low 1s
a8793c64-4c39-4e43-b93b-ffcf410a0e14,7,0,3.4285714285714284,6,0.0,
a92ae152-02e0-4a9b-b11a-af3261e94bf5,14,2,2.4285714285714284,6,14.285714285714285,Very Low 1s
a996f466-b1d8-49b3-a246-ff14af99b180,7,0,3.5714285714285716,5,0.0,
acc16980-c1d1-4964-b4b0-34862a9c6dab,7,0,3.7142857142857144,4,0.0,
ae80977c-a98a-41a5-9569-0b4f698c5636,7,0,3.4285714285714284,6,0.0,
af238cf2-6015-48a4-8719-379aa9974ea1,7,4,2.7142857142857144,8,57.14285714285714,Medium 1s
af599f88-3b0f-4729-ba6e-6f4034bbb5eb,7,3,2.7142857142857144,8,42.857142857142854,Medium 1s
b5259881-abf8-47ef-aa43-c4be0675cae8,7,2,3.142857142857143,7,28.57142857142857,Low 1s
b65c3102-8850-4041-ad67-1c248f11bee8,7,1,3.2857142857142856,6,14.285714285714285,Very Low 1s
b72a7d9c-6dfd-4b38-96a7-1b725926000b,7,0,2.142857142857143,7,0.0,
beb2f019-94fb-4c1f-82e7-489f3b226d21,7,2,3.0,7,28.57142857142857,Low 1s
bf330102-d8d4-414e-9d4e-d8ba6eee3005,7,0,2.7142857142857144,7,0.0,
c386a383-a449-47ed-a831-5aa18697ec8e,7,0,3.5714285714285716,5,0.0,
c4058e2b-c263-44a7-a5b2-b7d6f07138a7,7,1,2.4285714285714284,9,14.285714285714285,Very Low 1s
cb728023-5e99-4973-9860-98a76d46664b,7,0,3.2857142857142856,7,0.0,
cd860396-9172-4010-afc4-dee63dc2a230,7,0,3.0,5,0.0,
ced5ce51-f8d6-4afe-95c7-28c587ea5191,7,0,3.5714285714285716,5,0.0,
